text,label,preprocessed_text
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,risk exposur non-lif insur move 12-month expens function non-lif insur exclud expens invest manag expens servic render non-lif insur invest portfolio alloc
"Secure your files online Like filling out a tax return , making a backup is boring .",neutral,secur file onlin like fill tax return make backup bore
"That 's what I go to bed worrying about every night , ' he said .",negative,'s go bed worri everi night said
"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",neutral,challeng compani howev find new sourc raw materi said risto rinn ceo nest oil
The company initially estimated that it would cut up to 30 jobs .,negative,compani initi estim would cut 30 job
"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",neutral,compani tri adapt oper temporari lay-off differ durat work hour arrang train develop effort
"The effect may remain short-lived , however .",neutral,effect may remain short-liv howev
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral,ipad applic join iphon app part monster 's rang mobil applic job hunt
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,issu came connect discus local municip concern sale water industri facil
The number of bodily injury cases quadrupled in 2000-2006 .,negative,number bodili injuri case quadrupl 2000-2006
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",neutral,purchas price paid cash upon closur transact schedul april 1 2009
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral,"size extens 18.5 alreadi let gross area 2,830 sq 30,460 sq ft"
The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,neutral,symbian foundat plan revis procedur test sign softwar digit sign trojan symbian mobil phone oper system mistak
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral,term condit stock option scheme 2008 avail compani 's internet page www.sanoma.com
"The third applicant , Fortum , was dropped .",neutral,third applic fortum drop
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,tieto 's servic also use send process receiv materi relat absente vote
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,"trade code eli1v number share 99,483 price-shar gratuit transfer elisa hold total 10,435,023 share"
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral,`` wife look forward get paycheck `` quip recent six-knot current swirl around anchor heavili sponsor jet sled
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",neutral,`` 's high figur european scale `` noop said recal howev also includ beer bought finnish tourist
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",neutral,`` tweepl check 's follow cautiou click url tinyurl ``
`` We have the most expensive water brand in Finland at the moment . '',neutral,`` expens water brand finland moment ``
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,15 septemb 2010 finnish electr compon maker salcomp oyj hel sal1v announc today launch latest twist charger platform
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,"total 1,800,000 stock option issu 2003 stock option scheme"
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",neutral,worm set activ friday corrupt document use common file type includ ``
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Æmeri , the Northernmost part of the Gulf of Bothnia .",negative,accord swedish author trace toxic osmium tetroxid found coast per+æmeri northernmost part gulf bothnia
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,negative,finnish airlin finnair start temporari layoff cabin crew februari 2010
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral,finnish energi compani fortum set new stricter target limit short-term carbon dioxid emiss heat electr product
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative,finnish food worker union sel plan hasten collect bargain two-day strike would begin 7 april 2010 finland
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,neutral,finnish honkarakenn specialis build log hous plan use pine russian karelia
"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",neutral,finnish konecran tri acquir italian fantuzzi manufactur gantri crane reach stacker
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,negative,finnish m-real 's kyro mill start negoti cut staff
Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,neutral,finnish nordic aluminium start employer-employe negoti finland concern staff group
Finnish publishing and printing group Ilkka-Yhtym+Æ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,finnish publish print group ilkka-yhtym+æ introduc staff smoke ban begin 2007 compani 's three newspap
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,finnish stockmann group 's mail order unit hobbi hall launch trial market campaign russia
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",negative,finnish suominen flexibl packag cut 48 job unit tamper two nastola finland
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",negative,finland medium group talentum start personnel negoti cut staff parent compani talentum publish unit talentum medium
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",negative,accord laavainen raisio 's food market use reactiv inconsist
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral,accord prosecutor share transact carri hk ruokatalo proceed negoti concern acquisit swedish meat
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",neutral,accord tiimari consum advis cut away rabbit bow tie contain formadehyd dispos
All other charges were dismissed .,neutral,charg dismiss
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,alpina sport lebanon new hampshir usa base distributor e.g alpina ski shoe ski exel ski pole start ski wax also peltonen cross-countri ski
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,neutral,among biggest christma seller 35 satin bow shift dress style outfit worn victoria beckham 75 pari hilton prom dress
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,among scandinavian compani present st. petersburg also name swedish concern ncc implement project field asphalt product road hous construct project swedish krona
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,intern confer call audio webcast concern financi result january-march 2010 begin 14.00 eet
Another problem is cola-flavoured long drinks .,neutral,anoth problem cola-flavour long drink
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,neutral,antniemi refut report finnish daili turun sanomat compani reorgan oper baltic countri
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",negative,antti orkola presid kemira growhow 's industri solut unit told thomson financi news compani put open mine price phosphat quit depress long time
Applying for summer work is seen as laborious and stressful .,negative,appli summer work seen labori stress
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,negative,arcelormitt chief execut offic lakshmi mittal alreadi cut output furnac
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",neutral,"part plan board director decid transfer maximum 330,000 share held compani share issu payment direct aspo manag oy hold compani acquir manag"
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative,result 12 peopl made redund total 67 person laid temporarili
"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",neutral,result start negoti bank provision amend concern coven credit term
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,negative,result negoti compani decid make 45 peopl redund financi product ground
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",negative,product product continu normal temporari lay-off concern simultan 80 employe
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral,atrium said offer would give swedish compani continu ownership control slaughter cut oper
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",neutral,aug. 17 2010 curb deliv newstex -- latest rack cover shop retail sidewalk
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,bertrand sciard vice chairman board director aldata solut sinc april 2007
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,neutral,bovin slaughter cut kuopio facil transfer kauhajoki slaughterhous
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative,chief execut offic olli-pekka kallasvuo 's chang tuesday mark third time nine month compani reshuffl execut oper nokia lose ground appl 's iphon rim 's blackberri
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",negative,cut equival cost 35-45 employe target compani said
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,negative,eb announc stock exchang releas novemb 18th 2008 j.t bergqvist resign chairmanship membership board eb
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",neutral,finland-bas intern machineri rental compani ramir plc omx helsinki rmr1v said friday 9 may presid ceo kari kallio inform board intent retir year 2009
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,finnish electr compon maker salcomp oyj hel sal1v announc today launch latest twist charger platform
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",negative,finnish soapston process fireplac maker tulikivi oyj said februari 26 2007 would cut le 20 job fireplac sale organ product facil subsidiari kermansavi oy
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",negative,finnish suominen flexibl packag ltd own local textil compani suominen corpor group hel suy1v said today would start employe negoti concern entir personnel finland
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",negative,finnish vaahto group provid paper-mak technolog process machineri start negoti concern temporari lay-off 140 employe compani 's plant hollola tamper finland
"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",neutral,fortum look invest sever new product unit includ new waste-fir unit brista combin heat power chp plant biofuels-bas product unit vartan chp plant
GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,neutral,get midnighttrad realtim report delay
Global life science industry is strictly regulated by international and national authorities .,neutral,global life scienc industri strictli regul intern nation author
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative,said lose five famili month economi mani make altern arrang save money
His resignation will take effect immediately .,neutral,resign take effect immedi
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,huhtamaki 's rigid plastic consum good oper mainli europ separ new report segment 1 januari 2009
"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",negative,addit product varpaisj+_ rvi factori stop begin april 2009
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,negative,addit product personnel sport divis given temporari lay-off warn
"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",neutral,decemb amer announc dismiss ceo roger talermo head compani sinc 2006
"In Europe , the paper industry 's situation is paradoxical .",neutral,europ paper industri 's situat paradox
"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",neutral,parallel teliasonera decid conduct compulsori acquisit
"In Sweden , there is an oversupply of pharmacies .",negative,sweden oversuppli pharmaci
Incap Furniture is presently negotiating staff cuts .,negative,incap furnitur present negoti staff cut
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",negative,initi compani said maximum 15 peopl would made redund parent compani 15 subsidiari
It is a disappointment to see the plan folded .,negative,disappoint see plan fold
It is the most awkward thing to use if you 're holding the phone with one hand .,negative,awkward thing use 're hold phone one hand
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",negative,jul 18 -- polic look man say terror three male gunpoint east mapl avenu afternoon shoot one kidnap anoth
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,jussi pesonen member sampo board sinc 2006 renounc seat sampo board
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral,kesko previous publish stock exchang releas concern deal 7 februari 2007
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,negative,korhonen dismiss post editor chief group 's newspap lapin kansa decemb 2008
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",negative,last year upm cut product close mill finland slash 700 job
Less than ten people will face pension agreements .,neutral,le ten peopl face pension agreement
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",negative,adp news jan 27 2009 finnish industri machineri compani vaahto group ltd oyj hel wat1 said today subsidiari vaahto ltd would cut 15 job finland
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative,adpnew dec 1 2009 finnish cutleri hand tool maker fiskar oyj abp hel fisa said today make redund total 18 offic manag staff member subsidiari iittala group ltd.
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",neutral,adpnew dec 30 2009 finnish invest group neomarkka oyj hel nembv said today furlough employe unit reka cabl ltd le 90 day start januari 2010
Managing Director Timo Kohtam+Æki of Lemmink+Æinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,neutral,manag director timo kohtam+æki lemmink+æinen infra nevertheless point continu need infrastructur construct baltic market
"More than 14,000 customers were left powerless .",negative,"14,000 custom left powerless"
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,neutral,mr. kari stadigh carri chairman board mr. matti arteva vice-chairman
M-real will start statutory employer-employee negotiations at the +_+Ænekoski board mill that concern about 130 people .,neutral,m-real start statutori employer-employe negoti +_+ænekoski board mill concern 130 peopl
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral,"nest oil refineri combin crude oil refin capac approxim 260,000 barrel day"
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,new chairman board director mr chaim katzman give present answer question
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,neutral,nokia inaugur manufactur plant near chennai 11 mar 2006
Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,neutral,nokia request compani stop make sell mobil phone pay monetari damag cost
"On 20 March 2006 , Stora Enso refused to comment the news in any way .",neutral,20 march 2006 stora enso refus comment news way
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral,panostaja oyj 's board also decid organis meet held upon complet agm implement agm decis concern board member fee paid share way share transfer quarterli basi date follow public quarterly-annu report
Rapala Fishing Frenzy 2009 .,neutral,rapala fish frenzi 2009
Residents access to the block is planned to be from Aleksandri Street .,neutral,resid access block plan aleksandri street
"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",neutral,russian medium ventur minor sharehold peter hervi deni plan sell ovum press daili said
"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",neutral,"russian offici inspect damag gave vessel permiss continu tallinn around 4.30 a.m norwegian-regist m-t sten nordic carri 11,000 ton ga oil man filipino crew"
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral,sanoma announc stock option scheme 2008 19 decemb 2008
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative,scanfil execut temporari lay-off mid-octob 2009 job cut march 2010
"shock phase ' , consumers have once again started to plan and implement building projects .",neutral,shock phase consum start plan implement build project
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,short-term licens game cost littl 3 purchas game outright cost much 10 15
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",neutral,mr. galvan made save adjust buy le liquor watch portion size
"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",neutral,250 peopl 200 worker retir raah work 2008 2011
SWOT analysis is just one method of categorization and has its own weaknesses .,neutral,swot analysi one method categor weak
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral,adjust concern staff specialti paper fiber composit segment
The appointments will be in force until the new CEO has been appointed .,neutral,appoint forc new ceo appoint
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral,authoris forc end next annual gener meet repeal authoris acquir share given gener meet held april 4 2007
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,neutral,author forc period 18 month resolut gener meet
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,busi gross written premium eur152 .4 91.5 2000 net combin ratio 133 175 staff total offic uk germani benelux
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral,chill meat product categori led meat fish poultri market finland account share 31.4
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",neutral,compani split two part come month essent own oper product suppli enexi own oper grid
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,compani continu need alloy nickel ferro-chrom molybdenum manganes product said talvivaara
The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,neutral,compani reportedli search replac ceo olli-pekka kallasvuo
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",negative,compani plan close two three line plant 450 job threat
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",neutral,contract also includ cut edg wagon part ruukki 's steel servic centr seinajoki raah southwestern finland deliv vr weld assembl
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,copi republ redistribut afx news content inculd frame similar mean expressli prohibit without prior written consent afx news
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,cosmet collect includ eye shadow face powder lip gloss mascara accessori
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",neutral,"e7 smartphon avail rs35 ,000 per handset across india `` nokia india vice-presid manag director shivakumar told report"
"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",neutral,employer-employe talk concern 500 peopl whole staff finland
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,neutral,exercis origin finland earli 1930 train method cross-countri skier
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",neutral,"first phase logist complex envisag complet 70,000 sq logist premis gatehous build novemb 2008"
"The gross area of eight houses will be 12,167 m2 .",neutral,"gross area eight hous 12,167 m2"
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,"gross area innova 2 project 10,000 sq 107,600 sq ft"
The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,neutral,incid happen 2:30 p.m. avenu 192 road 196
"The interim report for the first quarter is published on May 8 , 2009 .",neutral,interim report first quarter publish may 8 2009
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative,largest restructur plan itali negoti 40 job cut initi today compani note
The layoff talks were first announced in August .,neutral,layoff talk first announc august
The machines will cease production by the end of February 2007 .,neutral,machin ceas product end februari 2007
The measures result from weak demand in the shipbuilding industry .,negative,measur result weak demand shipbuild industri
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,"mill 's raw materi need increas 100,000 m3 wood"
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,negoti concern personnel cencorp corpor singulas oy whole finland sweden compani said
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral,negoti concern plant 's depart produc wind rove employ 10 peopl
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",neutral,new apart block go close citi center explain chairman board yit ehitu priit sauk
"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",neutral,plant fire combin spruce bark chip log residu mill peat
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,negative,product liquid june 2009 325 employe loo job
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",neutral,project 2 x 600 mw coal-fir power plant locat 420 km south hanoi compani said
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",negative,"prosecutor also demand outokumpu pay fine eur 800,000"
"The pulp production in Finnish Kemij+Ærvi will also be liquidated and about 1,100 employees loose their jobs .",negative,"pulp product finnish kemij+ærvi also liquid 1,100 employe loo job"
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral,"redesign crush circuit oper sinc start septemb overal product rate weekli basi excess averag 40,000 tonn day"
The resignation will be in effect immediately .,neutral,resign effect immedi
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,scheme teliasonera altimo practic ident except involv merger stake vimpelcom kyivstar
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral,share subscript period c option commenc 1 septemb 2008 expir 31 march 2011
The share subscription period will expire on 30 September 2007 .,neutral,share subscript period expir 30 septemb 2007
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,neutral,subscript period amer sport 2002 warrant scheme end 31 decemb 2007
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral,term condit stock option scheme 2004 avail group 's websit
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,transact includ also transfer lea agreement concern manufactur premis employ agreement relat oper
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral,util also provid servic relat electr manag hedg trade risk manag report
They are also upset that some of the machinery and work is taken over to Poland .,negative,also upset machineri work taken poland
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,negative,cover forest industri 's unit employe finland concern temporari perman lay-off
This is bad news for the barbeque season .,negative,bad news barbequ season
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,neutral,due postpon decision-mak project negoti phase earlier estim
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",negative,"tornio work employ 2,300 1,800 scope fixed-period part-tim temporari layoff april-octob period"
"We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .",neutral,adjust present situat cut capac cost without howev jeopardis asia strategi longer term
"When cruising , the revs fall as less engine output is required .",neutral,cruis rev fall le engin output requir
"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",negative,web user click link contain mail find bogu site imit bank retriev person bank data
Viking Line has canceled some services .,negative,vike line cancel servic
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",neutral,z. bavelloni 's long-stand md dino bavelloni retir end 2005
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",neutral,`` 'm tri deal slaveri differ perspect balanc stori `` say deramu formerli writer detroit free press detroit news
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",positive,`` nest oil respond challeng pose european union 's target biofuel account 5.8 traffic fuel usag eu 2010 develop nexbtl technolog produc diesel fuel renew `` feder said
"`` Soon after , the collisions started . ''",neutral,`` soon collis start ``
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral,`` biggest challeng make piec look raw `` hansen said
`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .,neutral,`` rest week 's tape jimmi kimmel live cancel back foot
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",negative,`` 's issu thiev steal build site `` said mr smith
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral,`` licens agreement nokia corp. part expir april 9 2007
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative,30 novemb 2009 finnish offic furnitur maker martela oyj hel mara said today make redund three peopl nine laid perman compani 's offic staff factori worker
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,neutral,4 januari 2011 finnish medium compani alma medium corpor hel aln1v said today onlin recruit servic monster oy partner local newspap publish suomen lehtiyhtyma list job advertis
A 2001 agreement expired earlier this month .,neutral,2001 agreement expir earlier month
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",neutral,month ago teva vice chairman phillip frost marathon ventur capit fund tase mara sold protalix share
"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",negative,"chuck smith laid may 30 90,000 hous consult job wife cut spend half famili six reli wife 's incom -- -- alon"
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",neutral,"split compani would 26,885,540 seri share 9,540,000 seri k share"
"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",neutral,transact herttaassa 's hold alma medium fallen flag limit 5
And Ogden reportedly will shell out $ 4.2 million .,neutral,ogden reportedli shell 4.2 million
"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",neutral,"3:37 p.m. eastern time block 2,400 contract chang hand bid price 0.45"
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",negative,belaru oao lidsko pivo breweri base grodno region report 1.1 decreas output 1.045 million decalit january-march 2010 repres administr compani told
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",neutral,boomerang boat oy specialis boat build design manufactur sell customis rigid inflat boat rib primarili baltic sea market
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",neutral,cramo 's manag jarmo laasanen said hire equip machineri lithuania differ baltic countri lithuania still mani public structur road bridg airport shop built
